,Sector,2015 PRICE VAR [%],Class,Revenue,Revenue Growth,Gross Margin,Operating Income,Net Income,Net Profit Margin,returnOnEquity,returnOnAssets,PE ratio,Price to Sales Ratio,EV to Sales,Debt to Equity,Current ratio,Operating Cash Flow,Free Cash Flow,EPS Diluted Growth,Net Income Growth
LSTR,Industrials,-17.05308619873554,0,3184790000.0,0.1951,0.1485,222991000.0,138809000.0,0.0436,0.2843,0.2649,23.9709,1.0405,1.0232,0.2989,1.784,101869000.0,98795000.0,-0.0285,-0.0493
ARTX,Industrials,-8.10811101069608,0,103562349.0,0.1693,0.3158,3901948.0,3486961.0,0.0337,0.0525,0.1014,14.5,0.5476,0.6447,0.3217,1.993,7402640.0,4927692.0,0.25,0.6201
SRT,Industrials,-63.09278356596925,0,250080000.0,0.0814,0.1218,2861000.0,-6406000.0,-0.0277,-0.1101,-0.1191,0.0,0.6008,0.6257,0.0172,2.108,4380000.0,-2225000.0,-5.1935,-0.3652
CBZ,Industrials,15.45667096862378,1,719483000.0,0.0625,0.1246,55496000.0,29759000.0,0.0414,0.0744,0.29,13.8065,0.5868,0.8307,0.512,1.285,43918000.0,39081000.0,-0.6686,-0.6534
SAIA,Industrials,-60.06102967931754,0,1272321000.0,0.1169999999999999,0.6459999999999999,85693000.0,51991000.0,0.0409,0.1417,0.0993,26.1132,1.0772,1.139,0.2263,1.304,102170000.0,7325000.0,0.1792,0.1917
RRTS,Industrials,-58.94645189377449,0,1872470000.0,0.3754,0.3085,66316000.0,32710000.0,0.0175,0.0624,-0.2776,27.1512,0.4729,0.6936,0.8086,0.5660000000000001,37228000.0,2204000.0,-0.314,-0.2877
GOL,Industrials,-89.56044010036655,0,3780027788.2088,,0.3462,190549004.8817,-467956815.6215,-0.1238,,,0.0,0.2182,,,,424030041.3068,353579421.7048,,
VEC,Industrials,-23.73128932035157,0,1203269000.0,-0.204,0.0987,38417000.0,22812000.0,0.019,0.4234,0.3397,12.5688,0.2385,0.3142,2.4846,1.284,42979000.0,39132000.0,-0.7357,-0.7297
AIR,Industrials,-2.3099634719664914,0,1709100000.0,-0.0546,0.1689999999999999,122600000.0,72900000.0,0.0427,0.0729,0.0578,13.2432,0.5672,0.8859999999999999,0.6343,2.764,139800000.0,119000000.0,0.3261,0.3255
CPLP,Industrials,-22.277549209589232,0,192777000.0,0.1241,0.6458,60711000.0,44012000.0,0.2283,0.0504,0.0335,25.8065,4.4554,,0.6586,3.846,125277000.0,94950000.0,-0.6931,-0.6285
JOBS,Industrials,-18.506230038792783,0,295843235.3891,0.1156,0.7293,84535518.2435,70860510.1711,0.2395,0.1256,0.017,29.567,1.1571,,0.318,0.845,121991281.8857,116617210.2034,-0.1359,-0.1414
ASPS,Industrials,-18.612815463312145,0,1078916000.0,0.4042,0.3445,132530000.0,134484000.0,0.1246,3.3293,0.4652,5.4325,0.6349,1.0309,14.5718,2.146,197493000.0,132647000.0,0.0963,0.0347
SB,Industrials,-78.65405224996964,0,154094000.0,-0.1747,0.5453,26716000.0,14634000.0,0.095,0.0209,0.0128,65.1667,2.1171,,0.6623,4.972,43732000.0,-102568000.0,-0.9429,-0.9356
EURN,Industrials,20.14475706839249,1,498518000.0,0.5768,0.4422,11527000.0,-45797000.0,-0.0919,-0.0311,-0.0183,0.0,3.2071,,1.0109,1.821,14782000.0,-1038736000.0,0.7821,0.4893
TGH,Industrials,-55.16401238780914,0,565005000.0,0.0681,0.8674,272749000.0,190555000.0,0.3373,0.1598,0.0503,10.2143,3.429,,2.5123,1.847,365120000.0,-312150000.0,0.0405,0.0424
FWRD,Industrials,-12.651478476616289,0,780959000.0,0.1969,0.5023,96406000.0,61169000.0,0.0783,0.132,0.2212,25.3116,1.964,1.9129,0.0033,3.395,91660000.0,54120000.0,0.1073,0.123
MARA,Industrials,-80.8612429479717,0,21404469.0,5.2616,0.4493,-6206728.0,-1882123.0,-0.0879,-0.0776,0.1325,0.0,5.3420000000000005,6.1306,0.9056,0.35,4455105.0,-3414690.0,0.5676,0.086
LECO,Industrials,-23.2169305927998,0,2813324000.0,-0.0138,0.3374,373747000.0,254686000.0,0.0905,0.1986,0.2443,21.4565,1.9077,1.8338,0.0551,2.226,401702000.0,346169000.0,-0.1017,-0.1331
ROL,Industrials,22.318355564203788,1,1411566000.0,0.0555,0.4986,219230000.0,137664000.0,0.0975,0.2975,1.0355,35.0264,3.4125,3.3357,0.0,1.124,194146000.0,165407000.0,0.126,0.1162
PRGX,Industrials,-31.74311635229536,0,161552000.0,-0.0938,0.3136,2525000.0,-7526000.0,-0.0466,-0.106,-0.1561,0.0,0.9649,0.8052,0.0,2.185,10047000.0,5338000.0,-25.0,-39.4624
EXPO,Industrials,24.86390051514569,1,296168000.0,0.012,0.2386,55946000.0,38640000.0,0.1305,0.1644,0.1855,27.2465,3.4235,2.8964,0.0,3.488,61792000.0,55566000.0,0.0615,0.038
KFY,Industrials,18.794894091137152,1,995559000.0,0.1717,0.9245,91608000.0,72691000.0,0.073,0.0961,0.2167,19.2384,1.4512,1.1064,0.0,1.958,129482000.0,100923000.0,1.1143,1.1834
HRI,Industrials,-43.1254995800072,0,1770400000.0,,0.2533,185900000.0,89700000.0,0.0507,0.0364,,24.94,0.5876,1.8836,6.4907,,469200000.0,6400000.0,,
LDL,Industrials,11.959605378060989,1,535829000.0,0.3464,0.2146,34048000.0,21847000.0,0.0408,0.1028,0.0855,25.0534,1.0508,1.0114,0.1925,2.919,41628000.0,27657000.0,0.1228,0.1405
PRLB,Industrials,-5.853662690096258,0,209583000.0,0.2849,0.6126,60528000.0,41635000.0,0.1987,0.1568,0.2304,41.4568,8.2744,7.9218,0.0006,5.75,57210000.0,13703000.0,0.1765,0.1802
CR,Industrials,-16.75920898051424,0,2925000000.0,0.127,0.3475,316300000.0,192700000.0,0.0659,0.1818,0.2279,17.8963,1.1837,1.3559,0.802,1.867,264000000.0,230000000.0,-0.134,-0.1221
LNN,Industrials,-13.77361432770998,0,617933000.0,-0.1055,0.2767,78358000.0,51512000.0,0.0834,0.1346,0.156,19.1047,1.5782,1.3001,0.0,3.214,91798000.0,74083000.0,-0.2687,-0.2701
CETX,Industrials,-39.487182452071046,0,47653114.0,2.4851,0.3273,3013196.0,2668886.0,0.0559999999999999,0.7325,0.2106,8.8636,0.4781,0.6622,3.3717,1.842,-2342264.0,-5041159.0,5.5,8.251
CODI,Industrials,6.582841170524441,1,636675000.0,-0.1405,0.322,31892000.0,278835000.0,0.4379999999999999,0.3633,0.9731,3.0204,1.2328,1.966,0.6369,2.271,70695000.0,60680000.0,4.1238,3.0967
AVAV,Industrials,9.350643707143927,1,251703000.0,0.0481,0.3719,12419000.0,13718000.0,0.0545,0.0401,0.0474,55.3607,3.057,2.2719,0.0,8.132,34005000.0,26862000.0,0.2766,0.3157
DSX,Industrials,-34.58646853760356,0,175576000.0,0.0676,0.4442,-18732000.0,-10268000.0,-0.0585,-0.008,-0.0066,0.0,3.1660000000000004,,0.3777,2.4290000000000003,44910000.0,-68366000.0,0.2692,0.2762
GIFI,Industrials,-46.16389434438725,0,506639000.0,-0.1672,0.0879,23947000.0,15320000.0,0.0302,0.0536,0.0476,18.4667,0.5554,0.4842,0.0,2.334,32110000.0,5381000.0,1.1,1.1184
BGSF,Industrials,22.113427011546047,1,172810551.0,0.1393,0.1998,5801310.0,-428864.0,-0.0025,-0.0262,-0.0478,0.0,0.3891,0.5031,1.3195,1.569,5681171.0,5358237.0,-1.0544,-1.0517
SSD,Industrials,1.3607890304693586,1,752148000.0,0.0664,0.4547,99276000.0,63531000.0,0.0845,0.0736,0.0886,26.6154,2.2517,1.9056,0.0,6.396,67221000.0,43506000.0,0.2286,0.2464
TNC,Industrials,-19.498590065796925,0,821983000.0,0.093,0.4288,72097000.0,50651000.0,0.0616,0.1805,0.1759,25.9604,1.6155,1.5362,0.1003,2.383,59362000.0,40070000.0,0.2617,0.259
HURN,Industrials,-12.078147317334944,0,701533000.0,0.1639,0.3404,88340000.0,79051000.0,0.1127,0.1316,0.2322,19.429,2.2294,2.3716,0.5937,2.756,146453000.0,120540000.0,0.1815,0.1899
CVTI,Industrials,-32.05036004293868,0,718980000.0,0.0503,0.2064,39646000.0,17808000.0,0.0248,0.1052,0.0421,23.1709,0.5649,0.8167,1.1958,1.404,73744000.0,-11159000.0,2.2857,2.3959
TRTN,Industrials,-59.23759975924482,0,707215000.0,0.0055,0.918,335557000.0,149467000.0,0.2113,0.1351,,11.681,1.6603,6.0227,3.0642,,432374000.0,-181790000.0,-0.0383,-0.2299
NNBR,Industrials,-19.47409793057744,0,488601000.0,0.3092,0.2123,27687000.0,8217000.0,0.0168,0.0473,0.0214,44.6957,0.7977,1.4789,2.1313,1.765,30708000.0,4480000.0,-0.55,-0.5217
NNA,Industrials,-19.636395999699094,0,264877000.0,0.3087,0.9729,89845000.0,13047000.0,0.0493,0.0266,0.0091,45.375,1.8736,,2.3269,1.25,75985000.0,-65279000.0,1.1404,1.2343
ROLL,Industrials,0.7172916017053774,1,418886000.0,0.0393,0.3934,92828000.0,60208000.0,0.1437,0.1118,0.1176,24.2205,3.5218,3.2517,0.0194,9.751,47975000.0,19055000.0,0.0486,0.0686
NSSC,Industrials,25.531922017033445,1,74382000.0,0.042,0.3188,4316000.0,3476000.0,0.0467,0.0794,0.0873,30.1667,1.4176,1.5429,0.2697,4.617,4743000.0,3990000.0,0.125,0.1506
AMRC,Industrials,-11.847674675737288,0,593241000.0,0.0332,0.1971,13151000.0,10383000.0,0.0175,0.0363,0.0348,31.8182,0.5469,0.6669,0.3573,1.51,1308000.0,-27116000.0,3.4,3.3012
TNP,Industrials,17.394145808614677,1,501013000.0,0.1975,0.3991,76048000.0,33527000.0,0.0669,0.0287,0.0143,21.8125,0.8076,,1.2159,0.885,106971000.0,-147336000.0,1.4384,1.6099
CLCT,Industrials,-18.831058927670693,0,60571000.0,0.2339,0.6258,12476000.0,7359000.0,0.1215,0.3565,0.457,21.7667,2.8429,2.5142,0.0,2.021,12116000.0,10743000.0,0.2535,0.2843
BBSI,Industrials,65.38005353616725,1,636355000.0,0.1851,0.0525,-43166000.0,-25546000.0,-0.0401,-0.7784,1.2886,0.0,0.3064,0.312,1.3727,0.8109999999999999,69596000.0,64964000.0,-2.684,-2.6299
VLRS,Industrials,94.33748579478872,1,951901668.249,-0.0451,0.2428,145636305.6216,41040553.3704,0.0431,0.1354,-0.0442,22.2441,0.5641,,0.2792,0.0525,22635494.3714,-74471174.4864,0.7059,0.9925
CIR,Industrials,-29.68026664684828,0,841446000.0,-0.0191,0.3055,64757000.0,50386000.0,0.0599,0.102,0.1209,21.1509,1.2662,1.1383,0.0277,2.728,70826000.0,58807000.0,0.0637,0.0693
THR,Industrials,-29.411762365519785,0,277323000.0,-0.0236,0.4874,58617000.0,25799000.0,0.093,0.103,0.1576,28.2683,2.6609,2.8371,0.4851,4.023,46114000.0,42747000.0,-0.0588,-0.0436
DHX,Industrials,-8.846921532799145,0,262615000.0,0.2302,0.8583,46593000.0,27612000.0,0.1051,0.1553,-1.4443,18.8868,2.0258,2.3446,0.6215,0.706,55543000.0,46833000.0,0.8889,0.6996
KFRC,Industrials,6.772619631885152,1,1217331000.0,0.1337,0.3077,49349000.0,90915000.0,0.0747,0.6522,0.5491,8.3495,0.6063,0.6824,0.6736,2.383,-25582000.0,-31592000.0,7.9688,7.4282
TRS,Industrials,-24.52193092894805,0,887300000.0,0.1095,0.2671,86650000.0,68470000.0,0.0772,0.1159,0.1711,16.2956,1.272,1.9554,1.068,1.726,123400000.0,100600000.0,-0.1749,-0.0937
NSP,Industrials,50.08739315467046,1,2357788000.0,0.0451,0.1713,47474000.0,28004000.0,0.0119,0.1372,0.1854,32.2762,0.3641,0.216,0.0,1.134,141713000.0,122711000.0,-0.16,-0.1644
OMEX,Industrials,-74.03846050978173,0,1322882.0,-0.9447,0.8132,-28192692.0,-26473114.0,-20.0117,6.4646,78.8865,0.0,59.9815,73.2107,-5.1684,0.602,-28554578.0,-31522775.0,-1.3230000000000002,-1.4646
RECN,Industrials,3.778005812934524,1,567181000.0,0.0195,0.3805,37975000.0,19886000.0,0.0351,0.0575,0.1147,23.8824,0.8322,0.6307,0.0,3.237,32018000.0,28293000.0,0.02,-0.0301
ASR,Industrials,11.365873551440847,1,398695442.832,-0.0451,0.5666,214358673.5386,154870676.7937,0.3884,0.1218,0.0439,25.5469,6.2128,,0.17,0.6592,183710904.6521,105295469.958,-0.1212,-0.1205
MORN,Industrials,24.648222913289967,1,760100000.0,0.0885,0.5808,105600000.0,78300000.0,0.103,0.1198,0.3649,36.9771,3.7954,3.5394,0.0459,1.33,136600000.0,78300000.0,-0.3459,-0.366
HZN,Industrials,-36.18461608886719,0,611780000.0,0.04,0.2421,24460000.0,15350000.0,0.0251,0.0816,0.1149,20.3125,0.483,0.4748,0.004,1.651,28010000.0,16900000.0,0.5741,0.5695
AIMC,Industrials,-10.138648263233453,0,819817000.0,0.1351,0.3036,75109000.0,40167000.0,0.049,0.1552,0.1187,18.9267,0.9224,1.1764,0.9884,2.523,84499000.0,57297000.0,-0.02,-0.0027
PAC,Industrials,50.15353164337439,1,376112301.6411,-0.0616,0.7906,184569713.8207,152076495.3208,0.4043,0.1054,0.284,21.8443,5.4338,,0.0808,0.0884,286080292.9608,244046453.2755,-0.1095,-0.1169
CTEK,Industrials,3.6036074092190806,1,44032076.0,0.0246,0.187,1674891.0,1336919.0,0.0304,0.209,0.4448,18.5,0.5953,0.5001,0.0912,1.278,1480510.0,1386345.0,0.0,-0.0081
NVEE,Industrials,67.27548681842862,1,108382000.0,0.5884,0.4169,8243000.0,4893000.0,0.0451,0.1374,0.2268,13.5417,0.69,0.6843,0.1757,2.285,1420000.0,595000.0,0.2429,0.7735
ATRO,Industrials,-15.29492174961928,0,661039000.0,0.9446,0.2527,87362000.0,56170000.0,0.085,0.2462,0.2221,18.0524,1.5423,1.7871,0.802,2.251,99874000.0,58992000.0,0.9915,1.0601
AZZ,Industrials,21.33995427726007,1,751723000.0,0.3174,0.2736,100114000.0,59597000.0,0.0793,0.1585,0.1704,18.9615,1.5074,2.0103,1.079,2.057,107275000.0,72008000.0,-0.0211,-0.0142
KLXI,Industrials,-23.44601936842443,0,1696000000.0,,0.2954009433962299,247000000.0,88000000.0,0.05188679245283,,,,,,,,108000000.0,-29000000.0,,
ECOL,Industrials,-10.544051998482304,0,447411000.0,1.2245,0.3258,72450000.0,38236000.0,0.0855,0.1521,0.1255,22.5393,1.9393,2.7343,1.5293,1.763,71369000.0,43136000.0,0.0291,0.1893
AVH,Industrials,-59.54413473692358,0,4703571000.0,0.0204,0.4198,279468000.0,128494000.0,0.0273,0.1063,0.0359,11.2788,2.4969,,2.6232,0.7070000000000001,257130000.0,23518000.0,-0.5185,-0.4836
TOO,Industrials,-72.24442042439027,0,1019539000.0,0.0954,0.5137,256218000.0,7153000.0,0.0069999999999999,0.0095,0.0025,0.0,2.2454,,3.5316,0.785,160186000.0,-11983000.0,-1.25,-1.268
GV,Industrials,-36.73469705514135,0,98363270.0,0.1027,0.1453,1382925.0,-319061.0,-0.0032,-0.0104,-0.0056,0.0,0.6288,0.7898,0.8545,2.065,7843644.0,531579.0,-1.0667,-1.0843
FSS,Industrials,5.421096821623583,1,779100000.0,0.0929,0.2679,88700000.0,63700000.0,0.0818,0.1714,0.3456,15.2871,1.2404,1.2739,0.1351,1.946,72300000.0,59100000.0,-0.6047,-0.6019
FRO,Industrials,19.52059412793734,1,241826000.0,0.8059999999999999,0.366,120712000.0,149469000.0,0.6181,0.133,0.1159999999999999,10.5462,0.8979,,0.4606,1.842,58641000.0,-143590000.0,0.9508,1.1507
HY,Industrials,-25.95861974258517,0,2767200000.0,0.0378,0.1618,148800000.0,109800000.0,0.0397,0.2416,0.2319999999999999,11.0741,0.4301,0.4013,0.0693,1.531,100000000.0,51500000.0,0.0061,-0.0018
CLH,Industrials,-14.070558124746189,0,3401636000.0,-0.0308,0.2822,111810000.0,-28328000.0,-0.0083,-0.0224,-0.0134,0.0,0.8468,1.1801,1.0933,1.968,297366000.0,47917000.0,-1.2994,-1.2964
MATX,Industrials,27.00874010454584,1,1714200000.0,0.047,0.1637,133400000.0,70800000.0,0.0413,0.1946,0.0717,20.9212,0.8667,0.9135,1.0269,2.324,165700000.0,142700000.0,0.304,0.3184
ALGT,Industrials,13.688236472012974,1,1137046000.0,0.1414,0.3237,157345000.0,86689000.0,0.0762,0.296,0.107,30.8686,2.3116,2.5028,2.0104,1.198,269781000.0,-9637000.0,0.0083,-0.0605
WTS,Industrials,-20.102852135736192,0,1513700000.0,0.0273,0.3579,105400000.0,50300000.0,0.0332,0.0551,0.0687,44.6761,1.4723,1.6564,0.6354,2.529,135200000.0,111900000.0,-0.0955,-0.1416
RAIL,Industrials,-26.27281509701159,0,598518000.0,1.0611,0.0707,8429000.0,5904000.0,0.0099,0.0297,0.0245,53.6939,0.5304,0.2506,0.0,2.778,-6026000.0,-4167000.0,1.3043,1.306
FIX,Industrials,70.10489452782019,1,1410795000.0,0.0394,0.177,42222000.0,23063000.0,0.0163,0.0753,0.1379,28.0656,0.4521,0.4579999999999999,0.1317,1.395,42552000.0,24724000.0,-0.1644,-0.1542
ARCB,Industrials,-53.002537865872725,0,2612693000.0,0.1362,1.0,69239000.0,46177000.0,0.0177,0.0823,0.0791,27.4379,0.4621,0.4327,0.2277,1.511,143766000.0,104793000.0,1.8644,1.9206
ACRX,Industrials,-43.46549284901802,0,5217000.0,-0.8232,1.0,-37649000.0,-33353000.0,-6.3931,-0.7149,-0.4608,0.0,56.3831,46.6599,0.5331,5.557,-34456000.0,-39961000.0,-0.5424,-0.4238
CAI,Industrials,-55.51632836900816,0,227589000.0,0.0715,0.5429999999999999,103554000.0,59887000.0,0.2631,0.1355,0.0409999999999999,8.0277,2.1186,7.3224,2.8602,0.581,139687000.0,-101987000.0,0.0035,-0.0632
MG,Industrials,4.545454070659013,1,623447000.0,0.1779,0.2774,30353000.0,22518000.0,0.0361,0.093,0.1355,28.557,1.0292,1.1696,0.4029999999999999,2.018,36873000.0,32139000.0,0.925,0.9335
HAYN,Industrials,-21.65640006541551,0,455410000.0,-0.0566,0.1039,5049000.0,3751000.0,0.0082,0.0108,0.0076,153.3,1.2541,1.155,0.0021,6.183,26946000.0,-12748000.0,-0.8276,-0.8262
ORN,Industrials,-62.29656493594905,0,385818000.0,0.0882,0.1156,10262000.0,6877000.0,0.0178,0.0291,0.0309,44.2,0.7882,0.7833,0.1563,1.668,11945000.0,-30842000.0,24.0,19.7764
SPEX,Industrials,-86.11111026164484,0,10000.0,-0.6296,1.0,-30611000.0,-30532000.0,-3053.2,-0.5698,-9.5832,0.0,3093.6895,2663.1895,0.0,3.587,-9516000.0,-9520000.0,0.8865,-0.6995
GRC,Industrials,-14.914570971230535,0,434925000.0,0.1105,0.2473,52794000.0,36141000.0,0.0831,0.1282,0.1337,23.2754,1.9394,1.9107,0.0426,3.119,29003000.0,16406000.0,0.2,0.2005
FLY,Industrials,11.501927495626768,1,425548000.0,0.18,0.9834,209200000.0,60184000.0,0.1414,0.0796,,9.2606,1.2764,,3.9962,,227165000.0,-609509000.0,-0.0839,0.1158
AGX,Industrials,-1.4009079939503812,0,227455000.0,-0.1837,0.3467,65930000.0,40125000.0,0.1764,0.2567,0.2918,9.9684,1.7733,0.5765,0.0,1.807,98407000.0,97271000.0,0.6848,0.7247
NXTD,Industrials,-89.91596566259452,0,0.0,0.0,0.0,-5246482.0,-7076609.0,0.0,-2.5871,-2.5871,0.0,0.0,0.0,0.0,3.778,-5161002.0,-5298955.0,-3.4286,-3.5817
DCIX,Industrials,-60.32520285297272,0,54068000.0,0.001,0.5026,9867000.0,3238000.0,0.0599,0.0126,0.0084,30.6938,1.2194,,0.5817,9.305,25487000.0,-27008000.0,1.0354,1.0565
KAMN,Industrials,4.766776076632548,1,1794962000.0,0.0853,0.283,110507000.0,57872000.0,0.0322,0.1118,0.0984,18.7336,0.6056,0.7554,0.5433,2.987,106187000.0,77904000.0,-0.0095,0.0135
HIL,Industrials,-0.76726267854792,0,489348000.0,-0.1514,0.3405,20350000.0,-12677000.0,-0.0259,-0.1119,-0.0983,0.0,0.3953,0.5494,1.0727,1.843,5829000.0,2004000.0,-4.2222,-4.559
NL,Industrials,-64.85549022059315,0,103846000.0,0.1282,0.3105,2838000.0,28499000.0,0.2744,0.1202,0.2536,14.5763,4.0317,3.2945,0.0,4.2010000000000005,23552000.0,20694000.0,1.5175,1.515
GHM,Industrials,-38.87667174997125,0,102218000.0,-0.0262,0.3112,14617000.0,10145000.0,0.0992,0.0958,0.1156,31.5347,3.1387,2.5426,0.002,3.733,15230000.0,9999000.0,-0.0991,-0.09
CUB,Industrials,-11.06162015794838,0,1398352000.0,0.0271,0.2258,92490000.0,69491000.0,0.0497,0.0888,0.1242,18.0695,0.8966,0.7652,0.1309,2.833,114810000.0,98190000.0,1.7553,1.7701
RGR,Industrials,74.21405546654748,1,544474000.0,-0.2089,0.3107,56338000.0,38628000.0,0.0709,0.2083,0.2293,17.402,1.235,1.2187,0.0,1.957,55551000.0,9980000.0,-0.6505,-0.6529
TTEC,Industrials,20.335872626741185,1,1241781000.0,0.0408,0.2861,96475000.0,72293000.0,0.0582,0.1588,0.1821,16.1088,0.9293,0.9476,0.2197,2.2430000000000003,94090000.0,26584000.0,0.1163,0.0728
ULBI,Industrials,115.33333460489912,1,66494000.0,-0.1565,0.291,-1443000.0,-2116000.0,-0.0318,-0.0294,-0.0382,0.0,0.8189,0.5502,0.0,5.071000000000001,3665000.0,2012000.0,-1.4,-1.2851
KELYA,Industrials,-2.33229627952798,0,5562700000.0,0.0276,0.1633,21900000.0,23700000.0,0.0043,0.0284,0.0455,28.1311,0.1162,0.1178,0.1102,1.4980000000000002,-70000000.0,-91700000.0,-0.6039,-0.5976
HMLP,Industrials,-2.5149167299277404,0,74569000.0,0.4459,0.3844,14780000.0,1314000.0,0.0176,0.0056,0.008,41.28,7.2829,,0.8405,4.468,27976000.0,-142930000.0,0.0,-0.9675
CSWI,Industrials,25.56665260274996,1,231713000.0,0.1638,0.4837,37913000.0,24732000.0,0.1067,0.1261,0.1645,15.7068,1.9081,2.0699,0.2299,3.387,21629000.0,6587000.0,,0.1398
CDTI,Industrials,-49.18918918918919,0,41000000.0,,0.29268292682927,-8000000.0,-9000000.0,-0.21951219512195,,,,,,,,-10000000.0,-10000000.0,,
RAVN,Industrials,-35.40815479826899,0,394677000.0,-0.0283,0.3024,63994000.0,42903000.0,0.1087,0.1707,0.1805,31.7373,3.4546,3.3197,0.0,5.681,52836000.0,22135000.0,-0.1875,-0.1835
KNOP,Industrials,-35.42795617787229,0,112841000.0,0.5373,0.7884,50317000.0,27392000.0,0.2427,0.0653,0.0275,16.2454,3.3772,,1.4623,0.596,59339000.0,59345000.0,0.2879,0.8190000000000001
VRTV,Industrials,-33.062279038721684,0,7406500000.0,0.3103,0.1655,-6400000.0,-19600000.0,-0.0026,-0.0382,-0.0132,0.0,0.1121,0.2508,2.1171,2.302,5000000.0,-12200000.0,-82.0,-99.0
TTEK,Industrials,-1.356497988734455,0,2483814000.0,-0.0497,0.1137,95139000.0,108266000.0,0.0436,0.107,0.231,14.9167,0.6482,0.6809999999999999,0.2014,1.783,127376000.0,112566000.0,56.3333,51.568000000000005
CCF,Industrials,18.83334291000609,1,224006000.0,0.0368,0.3518,35927000.0,26631000.0,0.1189,0.195,0.1989999999999999,12.1438,1.4451,1.47,0.4306,3.487,28606000.0,24333000.0,0.5294,0.5471
RLGT,Industrials,-21.149422024023604,0,349133058.0,0.1232,0.2842,8483492.0,5118313.0,0.0147,0.1252,0.2941,25.75,0.3021,0.3146,0.1772,1.289,6933694.0,6695961.0,0.1,0.1009999999999999
CEA,Industrials,18.48420592440025,1,14560058120.762,0.0009,0.3791,976267355.5053,550532773.6519,0.0378,0.1138,-0.02,11.1218,3.4066,,3.2656,0.0421,2061188246.6903,-1839845011.3013,0.3221,0.4073
HBP,Industrials,20.63491546888456,1,623700000.0,0.1108,0.1966,8300000.0,2200000.0,0.0035,0.0856,0.0292,37.2222,0.132,0.2333,2.4786,1.885,3800000.0,2000000.0,-0.3077,-0.3125
ZEUS,Industrials,-36.28150823349333,0,1436270000.0,0.1369,0.1921,-9208000.0,-19064000.0,-0.0133,-0.0679,-0.0378,0.0,0.136,0.3068,0.8819,3.4760000000000004,-39584000.0,-47350000.0,-3.4783,-3.4930000000000003
FORR,Industrials,-25.28039871021464,0,312062000.0,0.0484,0.5956,18213000.0,10865000.0,0.0348,0.0767,0.1858,67.8621,2.2962,1.9612,0.0,1.145,28795000.0,27292000.0,-0.0656,-0.1658
STRL,Industrials,-5.1482048605552535,0,672230000.0,0.2085,0.0482,-4224000.0,-9781000.0,-0.0146,-0.0732,-0.0702,0.0,0.1787,0.2013,0.2841,1.5,-10513000.0,-17944000.0,0.89,0.8677
STCN,Industrials,-31.11110875635965,0,723400000.0,-0.0412,0.1033,-5449000.0,-16282000.0,-0.0225,-0.0949,-0.0701,0.0,0.2678,0.084,0.4276,2.043,10139000.0,5650000.0,0.6279,0.5965
GRAM,Industrials,-76.0486414828975,0,2351906040.2685,0.1024,0.1358,182998993.2886,100584899.3289,0.0428,0.1114,0.0829,16.5945,1.1904,,0.6509,0.4087,-7772818.7919,-82957046.9799,-0.2006,-0.1209
STN,Industrials,-8.024573918612598,0,1785981927.7108,0.0371,0.5485,197327882.9604,141564543.8898,0.0793,0.1514,0.2827,18.1038,1.2308,,0.2896,1.5293,178331325.3012,141730636.833,0.0148,0.0303
CVU,Industrials,-6.9789722107875525,0,39687010.0,-0.5218,-0.7490000000000001,-37032919.0,-25209275.0,-0.6352,-0.389,-0.4063,0.0,2.1824,2.8352,0.4229,2.615,-3367760.0,-3970684.0,-4.2747,-4.2583
EBF,Industrials,49.4152379962127,1,542442000.0,0.0167,0.2651,33164000.0,13189000.0,0.0243,0.0363,0.05,31.6,0.7639,0.9486,0.2907,5.114,32755000.0,29101000.0,-0.4737,-0.4664
PANL,Industrials,-43.82978313398372,0,398276205.0,0.0148,0.0742,-2494045.0,-12128449.0,-0.0305,-0.124,-0.0635,0.0,0.4145,0.7553,1.7025,0.5870000000000001,19714677.0,-14582760.0,-1.4769,-1.7849
IEP,Industrials,-29.187880907298464,0,19157000000.0,-0.0737,0.1395,215000000.0,-373000000.0,-0.0195,-0.0685,,0.0,0.5864,0.9656,2.1903,,-390000000.0,-1801000000.0,-1.3396,-1.3642
ESNC,Industrials,-25.49019562011037,0,8000000.0,,0.625,-9000000.0,-9000000.0,-1.125,,,,,,,,-6000000.0,-6000000.0,,
MPX,Industrials,-22.69264200257342,0,171050000.0,0.0164,0.191,12006000.0,7528000.0,0.0447,0.0924,0.1794,35.1667,1.8832,1.838,0.0,3.108,10937000.0,10416000.0,0.2,0.1841
USAK,Industrials,-37.43276749795793,0,602477000.0,0.0855,0.4366,17653000.0,6285000.0,0.0104,0.0634,0.0265,46.5574,0.4964,0.6912,1.1862,1.325,51878000.0,12265000.0,1.6186,1.6289
TG,Industrials,-36.54486711034882,0,945129000.0,-0.0166,0.1767,48129000.0,36879000.0,0.039,0.0991,0.0923,19.7281,0.7707,0.863,0.3689,2.027,51235000.0,10837000.0,0.6866,0.6804
IESC,Industrials,45.08518386353083,1,512395000.0,0.036,0.1622,7641000.0,5324000.0,0.0104,0.0605,0.0647,28.4483,0.3505,0.278,0.1159999999999999,1.7519999999999998,12598000.0,10616000.0,2.2609,2.4901
BOSC,Industrials,-40.54877851546199,0,27601000.0,0.0656,0.1828,120000.0,-433000.0,-0.0157,-0.0817,-0.3639,0.0,0.1441,,0.9547,1.06,1084000.0,1052000.0,0.0,0.0
